shopping_center_name,center_type,address_street,address_city,address_state,address_zip,county,municipality,zoning_authority,year_built,owner,property_manager,leasing_agent,leasing_brokerage,total_gla,tenant_name,tenant_suite_number,square_footage,retail_category,ownership_type,base_rent,lease_term,lease_commence,lease_expiration,credit_category,,major_group
Festival at Exton,Community Center,400 West Lincoln Hwy,Exton,PA,19341,Chester,,,,Paramount Realty,Paramount Realty,Betsey Szemela,Paramount Realty,152000,Exton Nails,8,,Nail Salon,,,,,,,,
Festival at Exton,Community Center,400 West Lincoln Hwy,Exton,PA,19341,Chester,,,,Paramount Realty,Paramount Realty,Betsey Szemela,Paramount Realty,152000,Dairy Queen,9,,Ice Cream Shop,,,,,,,,
Festival at Exton,Community Center,400 West Lincoln Hwy,Exton,PA,19341,Chester,,,,Paramount Realty,Paramount Realty,Betsey Szemela,Paramount Realty,152000,Rose's Salon,10,,Hair Salon (Womens),,,,,,,,
Festival at Exton,Community Center,400 West Lincoln Hwy,Exton,PA,19341,Chester,,,,Paramount Realty,Paramount Realty,Betsey Szemela,Paramount Realty,152000,Nudy's Cafe,11,,Restaurant | Full Service,,,,,,,,
Festival at Exton,Community Center,400 West Lincoln Hwy,Exton,PA,19341,Chester,,,,Paramount Realty,Paramount Realty,Betsey Szemela,Paramount Realty,152000,Tires Plus,12,,Tires,,,,,,,,
Festival at Exton,Community Center,400 West Lincoln Hwy,Exton,PA,19341,Chester,,,,Paramount Realty,Paramount Realty,Betsey Szemela,Paramount Realty,152000,Kids First Swim School,13,,Swim Schools,,,,,,,,
Festival at Exton,Community Center,400 West Lincoln Hwy,Exton,PA,19341,Chester,,,,Paramount Realty,Paramount Realty,Betsey Szemela,Paramount Realty,152000,Pearle Vision,14,,Eye Care,,,,,,,,
Festival at Exton,Community Center,400 West Lincoln Hwy,Exton,PA,19341,Chester,,,,Paramount Realty,Paramount Realty,Betsey Szemela,Paramount Realty,152000,Restore Wellness,15,,Wellness Treatments,,,,,,,,
Festival at Exton,Community Center,400 West Lincoln Hwy,Exton,PA,19341,Chester,,,,Paramount Realty,Paramount Realty,Betsey Szemela,Paramount Realty,152000,European Wax Center,16,,Beauty Supplies,,,,,,,,
Festival at Exton,Community Center,400 West Lincoln Hwy,Exton,PA,19341,Chester,,,,Paramount Realty,Paramount Realty,Betsey Szemela,Paramount Realty,152000,Zoup,17,,Restaurant | Fast Casual,,,,,,,,
Festival at Exton,Community Center,400 West Lincoln Hwy,Exton,PA,19341,Chester,,,,Paramount Realty,Paramount Realty,Betsey Szemela,Paramount Realty,152000,Wasabi,18,,Restaurant | Japanese,,,,,,,,
Festival at Exton,Community Center,400 West Lincoln Hwy,Exton,PA,19341,Chester,,,,Paramount Realty,Paramount Realty,Betsey Szemela,Paramount Realty,152000,Sketchers,19,,Shoes,,,,,,,,
Festival at Exton,Community Center,400 West Lincoln Hwy,Exton,PA,19341,Chester,,,,Paramount Realty,Paramount Realty,Betsey Szemela,Paramount Realty,152000,Bonefish Grill,20,,Restaurant | Full Service,,,,,,,,
Festival at Exton,Community Center,400 West Lincoln Hwy,Exton,PA,19341,Chester,,,,Paramount Realty,Paramount Realty,Betsey Szemela,Paramount Realty,152000,Vacant,21,,Vacant,,,,,,,,
Festival at Exton,Community Center,400 West Lincoln Hwy,Exton,PA,19341,Chester,,,,Paramount Realty,Paramount Realty,Betsey Szemela,Paramount Realty,152000,FedEx Office,22,,Mail/Shipping Services,,,,,,,,
Festival at Exton,Community Center,400 West Lincoln Hwy,Exton,PA,19341,Chester,,,,Paramount Realty,Paramount Realty,Betsey Szemela,Paramount Realty,152000,AT&T,23,,Mobile Phone Sales,,,,,,,,
Festival at Exton,Community Center,400 West Lincoln Hwy,Exton,PA,19341,Chester,,,,Paramount Realty,Paramount Realty,Betsey Szemela,Paramount Realty,152000,Plaza Azteca,24,,Restaurant | Mexican,,,,,,,,
Festival at Exton,Community Center,400 West Lincoln Hwy,Exton,PA,19341,Chester,,,,Paramount Realty,Paramount Realty,Betsey Szemela,Paramount Realty,152000,Vacant,25,,Vacant,,,,,,,,
707 East Gay Street,Stand Alone Retail,707 East Gay Street,West Chester,PA,19380,Chester,,,,The Robbins Companies,The Robbins Companies,Brooke Henningsen,Arrow Real Estate Services,9000,Vacant,1,9000,Vacant,,,,,,,,
Prices Corner,Power Center,3140 Kirkwood Highway,Wilmington,DE,19808,New Castle,,,,The Robbins Companies,The Robbins Companies,Brooke Henningsen,Arrow Real Estate Services,,WSFS,1,,,,,,,,,,
Prices Corner,Power Center,3140 Kirkwood Highway,Wilmington,DE,19808,New Castle,,,,The Robbins Companies,The Robbins Companies,Brooke Henningsen,Arrow Real Estate Services,,Game Stop,2,,,,,,,,,,
Prices Corner,Power Center,3140 Kirkwood Highway,Wilmington,DE,19808,New Castle,,,,The Robbins Companies,The Robbins Companies,Brooke Henningsen,Arrow Real Estate Services,,Good Fellas,3,,,,,,,,,,
Prices Corner,Power Center,3140 Kirkwood Highway,Wilmington,DE,19808,New Castle,,,,The Robbins Companies,The Robbins Companies,Brooke Henningsen,Arrow Real Estate Services,,uBreakiFix,4,,,,,,,,,,
Prices Corner,Power Center,3140 Kirkwood Highway,Wilmington,DE,19808,New Castle,,,,The Robbins Companies,The Robbins Companies,Brooke Henningsen,Arrow Real Estate Services,,All About Eyes,5,,,,,,,,,,
Prices Corner,Power Center,3140 Kirkwood Highway,Wilmington,DE,19808,New Castle,,,,The Robbins Companies,The Robbins Companies,Brooke Henningsen,Arrow Real Estate Services,,Minute Loan Center,6,,,,,,,,,,
Prices Corner,Power Center,3140 Kirkwood Highway,Wilmington,DE,19808,New Castle,,,,The Robbins Companies,The Robbins Companies,Brooke Henningsen,Arrow Real Estate Services,,Auntie Anne's,7,,Restaurant | Fast Food,,,,,,,,
Prices Corner,Power Center,3140 Kirkwood Highway,Wilmington,DE,19808,New Castle,,,,The Robbins Companies,The Robbins Companies,Brooke Henningsen,Arrow Real Estate Services,,Tropical Smoothie,8,,Restaurant | Healthy,,,,,,,,
Prices Corner,Power Center,3140 Kirkwood Highway,Wilmington,DE,19808,New Castle,,,,The Robbins Companies,The Robbins Companies,Brooke Henningsen,Arrow Real Estate Services,,Staples,9,,Office Supplies,,,,,,,,
Prices Corner,Power Center,3140 Kirkwood Highway,Wilmington,DE,19808,New Castle,,,,The Robbins Companies,The Robbins Companies,Brooke Henningsen,Arrow Real Estate Services,,AutoZone,10,,Auto Parts,,,,,,,,
Prices Corner,Power Center,3140 Kirkwood Highway,Wilmington,DE,19808,New Castle,,,,The Robbins Companies,The Robbins Companies,Brooke Henningsen,Arrow Real Estate Services,,Maintenance,10A,,,,,,,,,,
Prices Corner,Power Center,3140 Kirkwood Highway,Wilmington,DE,19808,New Castle,,,,The Robbins Companies,The Robbins Companies,Brooke Henningsen,Arrow Real Estate Services,,Ciao Pizzeria,11,,Pizza (Casual),,,,,,,,
Prices Corner,Power Center,3140 Kirkwood Highway,Wilmington,DE,19808,New Castle,,,,The Robbins Companies,The Robbins Companies,Brooke Henningsen,Arrow Real Estate Services,,Hair Cuttery,12,,Hair Salon (Unisex),,,,,,,,
Prices Corner,Power Center,3140 Kirkwood Highway,Wilmington,DE,19808,New Castle,,,,The Robbins Companies,The Robbins Companies,Brooke Henningsen,Arrow Real Estate Services,,Bath & Body Works,13,,,,,,,,,,
Prices Corner,Power Center,3140 Kirkwood Highway,Wilmington,DE,19808,New Castle,,,,The Robbins Companies,The Robbins Companies,Brooke Henningsen,Arrow Real Estate Services,,Once Upon A Child,14,,,,,,,,,,
Prices Corner,Power Center,3140 Kirkwood Highway,Wilmington,DE,19808,New Castle,,,,The Robbins Companies,The Robbins Companies,Brooke Henningsen,Arrow Real Estate Services,,Rainbow Shop,15,,,,,,,,,,
Prices Corner,Power Center,3140 Kirkwood Highway,Wilmington,DE,19808,New Castle,,,,The Robbins Companies,The Robbins Companies,Brooke Henningsen,Arrow Real Estate Services,,Nail Salon,16,,,,,,,,,,
Prices Corner,Power Center,3140 Kirkwood Highway,Wilmington,DE,19808,New Castle,,,,The Robbins Companies,The Robbins Companies,Brooke Henningsen,Arrow Real Estate Services,,Two Claws Restaurant,17,,,,,,,,,,
Prices Corner,Power Center,3140 Kirkwood Highway,Wilmington,DE,19808,New Castle,,,,The Robbins Companies,The Robbins Companies,Brooke Henningsen,Arrow Real Estate Services,,DTLR | VILLA,18,,,,,,,,,,
Prices Corner,Power Center,3140 Kirkwood Highway,Wilmington,DE,19808,New Castle,,,,The Robbins Companies,The Robbins Companies,Brooke Henningsen,Arrow Real Estate Services,,GNC,19,,,,,,,,,,
Prices Corner,Power Center,3140 Kirkwood Highway,Wilmington,DE,19808,New Castle,,,,The Robbins Companies,The Robbins Companies,Brooke Henningsen,Arrow Real Estate Services,,Urban Kitchen,20,,,,,,,,,,
Prices Corner,Power Center,3140 Kirkwood Highway,Wilmington,DE,19808,New Castle,,,,The Robbins Companies,The Robbins Companies,Brooke Henningsen,Arrow Real Estate Services,,JC Penney,21,,,,,,,,,,
Prices Corner,Power Center,3140 Kirkwood Highway,Wilmington,DE,19808,New Castle,,,,The Robbins Companies,The Robbins Companies,Brooke Henningsen,Arrow Real Estate Services,,Famous Footwear,22-23,,,,,,,,,,
Prices Corner,Power Center,3140 Kirkwood Highway,Wilmington,DE,19808,New Castle,,,,The Robbins Companies,The Robbins Companies,Brooke Henningsen,Arrow Real Estate Services,,Five Guys,24,,Restaurant | Burger,,,,,,,,
Prices Corner,Power Center,3140 Kirkwood Highway,Wilmington,DE,19808,New Castle,,,,The Robbins Companies,The Robbins Companies,Brooke Henningsen,Arrow Real Estate Services,,Urgent Care,25,,Medical Center,,,,,,,,
Prices Corner,Power Center,3140 Kirkwood Highway,Wilmington,DE,19808,New Castle,,,,The Robbins Companies,The Robbins Companies,Brooke Henningsen,Arrow Real Estate Services,,Vacant,26A/B,,Vacant,,,,,,,,
Prices Corner,Power Center,3140 Kirkwood Highway,Wilmington,DE,19808,New Castle,,,,The Robbins Companies,The Robbins Companies,Brooke Henningsen,Arrow Real Estate Services,,Vacant,26C,,,,,,,,,,
Prices Corner,Power Center,3140 Kirkwood Highway,Wilmington,DE,19808,New Castle,,,,The Robbins Companies,The Robbins Companies,Brooke Henningsen,Arrow Real Estate Services,,Hallmark,27,,,,,,,,,,
Prices Corner,Power Center,3140 Kirkwood Highway,Wilmington,DE,19808,New Castle,,,,The Robbins Companies,The Robbins Companies,Brooke Henningsen,Arrow Real Estate Services,,Gabe's,29,,,,,,,,,,
Prices Corner,Power Center,3140 Kirkwood Highway,Wilmington,DE,19808,New Castle,,,,The Robbins Companies,The Robbins Companies,Brooke Henningsen,Arrow Real Estate Services,,Target,30A,,,,,,,,,,
Prices Corner,Power Center,3140 Kirkwood Highway,Wilmington,DE,19808,New Castle,,,,The Robbins Companies,The Robbins Companies,Brooke Henningsen,Arrow Real Estate Services,,Hobby Lobby,30B,,,,,,,,,,
Prices Corner,Power Center,3140 Kirkwood Highway,Wilmington,DE,19808,New Castle,,,,The Robbins Companies,The Robbins Companies,Brooke Henningsen,Arrow Real Estate Services,,Wells Fargo,31,,,,,,,,,,
Prices Corner,Power Center,3140 Kirkwood Highway,Wilmington,DE,19808,New Castle,,,,The Robbins Companies,The Robbins Companies,Brooke Henningsen,Arrow Real Estate Services,,Habitat for Humanity Restore,37,,,,,,,,,,
Prices Corner,Power Center,3140 Kirkwood Highway,Wilmington,DE,19808,New Castle,,,,The Robbins Companies,The Robbins Companies,Brooke Henningsen,Arrow Real Estate Services,,Firestone Auto Center,38,,,,,,,,,,
Prices Corner,Power Center,3140 Kirkwood Highway,Wilmington,DE,19808,New Castle,,,,The Robbins Companies,The Robbins Companies,Brooke Henningsen,Arrow Real Estate Services,,Chick Fil A,39A,,,,,,,,,,
Prices Corner,Power Center,3140 Kirkwood Highway,Wilmington,DE,19808,New Castle,,,,The Robbins Companies,The Robbins Companies,Brooke Henningsen,Arrow Real Estate Services,,Chase Bank,39B,,Bank,,,,,,,,
Whiteland Town Center,Community Center,229 W. Lincoln Highway,Exton,PA,19431,Chester,,,,Abrams Realty,,,,359673,Kohl's,1,80630,,,,,,,,,
Whiteland Town Center,Community Center,229 W. Lincoln Highway,Exton,PA,19431,Chester,,,,Abrams Realty,,,,359673,Kohl's - Storage,2,2520,,,,,,,,,
Whiteland Town Center,Community Center,229 W. Lincoln Highway,Exton,PA,19431,Chester,,,,Abrams Realty,,,,359673,Hollywood Tans,3,2310,,,,,,,,,
Whiteland Town Center,Community Center,229 W. Lincoln Highway,Exton,PA,19431,Chester,,,,Abrams Realty,,,,359673,Famous Footwear,4,9124,,,,,,,,,
Whiteland Town Center,Community Center,229 W. Lincoln Highway,Exton,PA,19431,Chester,,,,Abrams Realty,,,,359673,Vacant (Suite 5),5,5870,,,,,,,,,
Whiteland Town Center,Community Center,229 W. Lincoln Highway,Exton,PA,19431,Chester,,,,Abrams Realty,,,,359673,Sterling Optical,6,2200,,,,,,,,,
Whiteland Town Center,Community Center,229 W. Lincoln Highway,Exton,PA,19431,Chester,,,,Abrams Realty,,,,359673,Sally Beauty,7,2000,,,,,,,,,
Whiteland Town Center,Community Center,229 W. Lincoln Highway,Exton,PA,19431,Chester,,,,Abrams Realty,,,,359673,Hand & Stone,8,2473,,,,,,,,,
Whiteland Town Center,Community Center,229 W. Lincoln Highway,Exton,PA,19431,Chester,,,,Abrams Realty,,,,359673,Party City,9,15000,,,,,,,,,
Whiteland Town Center,Community Center,229 W. Lincoln Highway,Exton,PA,19431,Chester,,,,Abrams Realty,,,,359673,"Big Lots Stores, Inc.",10,26954,,,,,,,,,
Whiteland Town Center,Community Center,229 W. Lincoln Highway,Exton,PA,19431,Chester,,,,Abrams Realty,,,,359673,Vacant (Suite 11),11,5200,,,,,,,,,
Whiteland Town Center,Community Center,229 W. Lincoln Highway,Exton,PA,19431,Chester,,,,Abrams Realty,,,,359673,Vacant (Suite 12),12,2448,,,,,,,,,
Whiteland Town Center,Community Center,229 W. Lincoln Highway,Exton,PA,19431,Chester,,,,Abrams Realty,,,,359673,Vacant (Suite 13),13,2060,,,,,,,,,
Whiteland Town Center,Community Center,229 W. Lincoln Highway,Exton,PA,19431,Chester,,,,Abrams Realty,,,,359673,Definetly Dance,14,1613,,,,,,,,,
Whiteland Town Center,Community Center,229 W. Lincoln Highway,Exton,PA,19431,Chester,,,,Abrams Realty,,,,359673,Impact Chiropractic,15,2164,,,,,,,,,
Whiteland Town Center,Community Center,229 W. Lincoln Highway,Exton,PA,19431,Chester,,,,Abrams Realty,,,,359673,Plato's Closet,16,6620,,,,,,,,,
Whiteland Town Center,Community Center,229 W. Lincoln Highway,Exton,PA,19431,Chester,,,,Abrams Realty,,,,359673,Style Encore,17,3500,,,,,,,,,
Whiteland Town Center,Community Center,229 W. Lincoln Highway,Exton,PA,19431,Chester,,,,Abrams Realty,,,,359673,Style - Storage,18,3776,,,,,,,,,
Whiteland Town Center,Community Center,229 W. Lincoln Highway,Exton,PA,19431,Chester,,,,Abrams Realty,,,,359673,Rally House,19,7800,,,,,,,,,
Whiteland Town Center,Community Center,229 W. Lincoln Highway,Exton,PA,19431,Chester,,,,Abrams Realty,,,,359673,Quest Diagnostics,20,1500,,,,,,,,,
Whiteland Town Center,Community Center,229 W. Lincoln Highway,Exton,PA,19431,Chester,,,,Abrams Realty,,,,359673,Music & Arts Center,21,3500,,,,,,,,,
Whiteland Town Center,Community Center,229 W. Lincoln Highway,Exton,PA,19431,Chester,,,,Abrams Realty,,,,359673,Payless,22,2800,,,,,,,,,
Whiteland Town Center,Community Center,229 W. Lincoln Highway,Exton,PA,19431,Chester,,,,Abrams Realty,,,,359673,Gabe's,23,28560,,,,,,,,,
Whiteland Town Center,Community Center,229 W. Lincoln Highway,Exton,PA,19431,Chester,,,,Abrams Realty,,,,359673,Pizza Hut,25,1980,,,,,,,,,
Whiteland Town Center,Community Center,229 W. Lincoln Highway,Exton,PA,19431,Chester,,,,Abrams Realty,,,,359673,Vacant (Suite 26),26,2112,,,,,,,,,
Whiteland Town Center,Community Center,229 W. Lincoln Highway,Exton,PA,19431,Chester,,,,Abrams Realty,,,,359673,Wharwick Jeweler's,27,2112,,,,,,,,,
Whiteland Town Center,Community Center,229 W. Lincoln Highway,Exton,PA,19431,Chester,,,,Abrams Realty,,,,359673,Zwei Restaurant,28,4186,,,,,,,,,
Whiteland Town Center,Community Center,229 W. Lincoln Highway,Exton,PA,19431,Chester,,,,Abrams Realty,,,,359673,Vacant (Suite 29),29,1387,,,,,,,,,
Whiteland Town Center,Community Center,229 W. Lincoln Highway,Exton,PA,19431,Chester,,,,Abrams Realty,,,,359673,Kreative Nail Salon,30,1125,,,,,,,,,
Whiteland Town Center,Community Center,229 W. Lincoln Highway,Exton,PA,19431,Chester,,,,Abrams Realty,,,,359673,Towne Cleaners,31,1125,,,,,,,,,
Whiteland Town Center,Community Center,229 W. Lincoln Highway,Exton,PA,19431,Chester,,,,Abrams Realty,,,,359673,Vacant (Suite 32),32,1500,,,,,,,,,
Whiteland Town Center,Community Center,229 W. Lincoln Highway,Exton,PA,19431,Chester,,,,Abrams Realty,,,,359673,Devi Indian Restaurant,33,2250,,,,,,,,,
Whiteland Town Center,Community Center,229 W. Lincoln Highway,Exton,PA,19431,Chester,,,,Abrams Realty,,,,359673,Skinny Pizza,34,1650,,,,,,,,,
Whiteland Town Center,Community Center,229 W. Lincoln Highway,Exton,PA,19431,Chester,,,,Abrams Realty,,,,359673,Vacant (Suite 35),35,1637,,,,,,,,,
Whiteland Town Center,Community Center,229 W. Lincoln Highway,Exton,PA,19431,Chester,,,,Abrams Realty,,,,359673,Giorgio's Pizza,36,1000,,,,,,,,,
Whiteland Town Center,Community Center,229 W. Lincoln Highway,Exton,PA,19431,Chester,,,,Abrams Realty,,,,359673,Vacant (Suite 37),37,1000,,,,,,,,,
Whiteland Town Center,Community Center,229 W. Lincoln Highway,Exton,PA,19431,Chester,,,,Abrams Realty,,,,359673,Jack's Camera,38,1287,,,,,,,,,
Whiteland Town Center,Community Center,229 W. Lincoln Highway,Exton,PA,19431,Chester,,,,Abrams Realty,,,,359673,Gamestop,39,1200,,,,,,,,,
Whiteland Town Center,Community Center,229 W. Lincoln Highway,Exton,PA,19431,Chester,,,,Abrams Realty,,,,359673,Sprinkler Room,40,74,,,,,,,,,
Whiteland Town Center,Community Center,229 W. Lincoln Highway,Exton,PA,19431,Chester,,,,Abrams Realty,,,,359673,Pure Hockey,41,8634,,,,,,,,,
Whiteland Town Center,Community Center,229 W. Lincoln Highway,Exton,PA,19431,Chester,,,,Abrams Realty,,,,359673,Petco,42,15235,,,,,,,,,
Whiteland Town Center,Community Center,229 W. Lincoln Highway,Exton,PA,19431,Chester,,,,Abrams Realty,,,,359673,Careers USA,43,1725,,,,,,,,,
Whiteland Town Center,Community Center,229 W. Lincoln Highway,Exton,PA,19431,Chester,,,,Abrams Realty,,,,359673,Entenmann's Outlet,44,2580,,,,,,,,,
Whiteland Town Center,Community Center,229 W. Lincoln Highway,Exton,PA,19431,Chester,,,,Abrams Realty,,,,359673,Hair Cuttery,45,1725,Hair Salon (Unisex),,,,,,,,
Whiteland Town Center,Community Center,229 W. Lincoln Highway,Exton,PA,19431,Chester,,,,Abrams Realty,,,,359673,Pop in Kids,46,3496,,,,,,,,,
Whiteland Town Center,Community Center,229 W. Lincoln Highway,Exton,PA,19431,Chester,,,,Abrams Realty,,,,359673,Hobby Lobby,47,60957,Art Supplies,,,,,,,,
Whiteland Town Center,Community Center,229 W. Lincoln Highway,Exton,PA,19431,Chester,,,,Abrams Realty,,,,359673,CVS,PAD,12900,Pharmacy | Anchor,,,,,,,,
Larkin's Corner,Community Center,601 Conchester Hwy,Boothwyn,PA,19061,Delaware,,,,,,Joe Dougherty,Metro Commercial,225214,Prime Tobacco Zone,100,3000,Tobacco,,,,,,,,
Larkin's Corner,Community Center,601 Conchester Hwy,Boothwyn,PA,19061,Delaware,,,,,,Joe Dougherty,Metro Commercial,225214,AT&T (COMING SOON),105,1250,Mobile Phone Sales,,,,,,,,
Larkin's Corner,Community Center,601 Conchester Hwy,Boothwyn,PA,19061,Delaware,,,,,,Joe Dougherty,Metro Commercial,225214,Acme,110,54257,Supermarket,,,,,,,,
Larkin's Corner,Community Center,601 Conchester Hwy,Boothwyn,PA,19061,Delaware,,,,,,Joe Dougherty,Metro Commercial,225214,T-Mobile,120,1600,Mobile Phone Sales,,,,,,,,
Larkin's Corner,Community Center,601 Conchester Hwy,Boothwyn,PA,19061,Delaware,,,,,,Joe Dougherty,Metro Commercial,225214,HAIR CUTTERY,125,1600,Hair Salon (Unisex),,,,,,,,
Larkin's Corner,Community Center,601 Conchester Hwy,Boothwyn,PA,19061,Delaware,,,,,,Joe Dougherty,Metro Commercial,225214,DOLLAR TREE,130,9000,Discount Store,,,,,,,,
Larkin's Corner,Community Center,601 Conchester Hwy,Boothwyn,PA,19061,Delaware,,,,,,Joe Dougherty,Metro Commercial,225214,AMERICA'S BEST CONTACTS & EYEGLASSES,134,4800,Eyewear,,,,,,,,
Larkin's Corner,Community Center,601 Conchester Hwy,Boothwyn,PA,19061,Delaware,,,,,,Joe Dougherty,Metro Commercial,225214,HIBACHI SEAFOOD,136,2800,Restaurant | Japanese,,,,,,,,
Larkin's Corner,Community Center,601 Conchester Hwy,Boothwyn,PA,19061,Delaware,,,,,,Joe Dougherty,Metro Commercial,225214,ANYTIME FITNESS,138,7840,Exercise Studio,,,,,,,,
Larkin's Corner,Community Center,601 Conchester Hwy,Boothwyn,PA,19061,Delaware,,,,,,Joe Dougherty,Metro Commercial,225214,BELLE PALACE NAIL SPA (COMING SOON),140,4800,Nail Salon,,,,,,,,
Larkin's Corner,Community Center,601 Conchester Hwy,Boothwyn,PA,19061,Delaware,,,,,,Joe Dougherty,Metro Commercial,225214,WALMART,150,125063,Big Box | Retail,,,,,,,,
Larkin's Corner,Community Center,601 Conchester Hwy,Boothwyn,PA,19061,Delaware,,,,,,Joe Dougherty,Metro Commercial,225214,ARBY'S,160,2940,Restaurant | Fast Food,,,,,,,,
Larkin's Corner,Community Center,601 Conchester Hwy,Boothwyn,PA,19061,Delaware,,,,,,Joe Dougherty,Metro Commercial,225214,TD BANK,170,3500,Bank,,,,,,,,
Larkin's Corner,Community Center,601 Conchester Hwy,Boothwyn,PA,19061,Delaware,,,,,,Joe Dougherty,Metro Commercial,225214,MCDONALDS,180,1944,Restaurant | Fast Food,,,,,,,,
School House Crossing Shoppes,Neighborhood Center,138 Onix Dr,Kennett Square,PA,19348,Chester,Kennett Square,,,ONIX Group,,,,,Plaza Azteca,1,,Restaurant | Mexican,,,,,,,,
School House Crossing Shoppes,Neighborhood Center,138 Onix Dr,Kennett Square,PA,19348,Chester,Kennett Square,,,ONIX Group,,,,,Subway,2,,Restaurant | Fast Food,,,,,,,,
School House Crossing Shoppes,Neighborhood Center,138 Onix Dr,Kennett Square,PA,19348,Chester,Kennett Square,,,ONIX Group,,,,,High Impact Fitness,3,,Exercise Studio,,,,,,,,
School House Crossing Shoppes,Neighborhood Center,138 Onix Dr,Kennett Square,PA,19348,Chester,Kennett Square,,,ONIX Group,,,,,DK Nails Spa,4,,Nail Salon,,,,,,,,
School House Crossing Shoppes,Neighborhood Center,138 Onix Dr,Kennett Square,PA,19348,Chester,Kennett Square,,,ONIX Group,,,,,Hand & Stone Massage & Facials,5,,Massage,,,,,,,,
