shopping_center_name,center_type,address_street,address_city,address_state,address_zip,county,municipality,zoning_authority,year_built,owner,property_manager,leasing_agent,leasing_brokerage,total_gla,tenant_name,tenant_suite_number,square_footage,retail_category,ownership_type,base_rent,lease_term,lease_commence,lease_expiration,credit_category,,major_group
Shoppes at Jenner's Village,Community Center,827 W Baltimore Pike,West Grove,PA,19390,Chester,West Grove Borough,,,Waters Retail Group,Waters Retail Group,,,144100,Zen Modern Asian Kitchen (Opening Summer 2026),C-D,3200,,,,,,,,,
Shoppes at Jenner's Village,Community Center,827 W Baltimore Pike,West Grove,PA,19390,Chester,West Grove Borough,,,Waters Retail Group,Waters Retail Group,,,144100,Hallmark,E-H,6400,,,,,,,,,
Shoppes at Jenner's Village,Community Center,827 W Baltimore Pike,West Grove,PA,19390,Chester,West Grove Borough,,,Waters Retail Group,Waters Retail Group,,,144100,AT&T,I,1500,Mobile Phone Sales,,,,,,,,
Shoppes at Jenner's Village,Community Center,827 W Baltimore Pike,West Grove,PA,19390,Chester,West Grove Borough,,,Waters Retail Group,Waters Retail Group,,,144100,GIANT Food,J-O,76130,Supermarket,,,,,,,,
Shoppes at Jenner's Village,Community Center,827 W Baltimore Pike,West Grove,PA,19390,Chester,West Grove Borough,,,Waters Retail Group,Waters Retail Group,,,144100,Dairy Queen,P1,1875,Ice Cream Shop,,,,,,,,
Shoppes at Jenner's Village,Community Center,827 W Baltimore Pike,West Grove,PA,19390,Chester,West Grove Borough,,,Waters Retail Group,Waters Retail Group,,,144100,Fine Wine & Good Spirits,P2-P3,5010,Liquor & Wine,,,,,,,,
Shoppes at Jenner's Village,Community Center,827 W Baltimore Pike,West Grove,PA,19390,Chester,West Grove Borough,,,Waters Retail Group,Waters Retail Group,,,144100,CVS Pharmacy,Q,10125,,,,,,,,,
Shoppes at Jenner's Village,Community Center,827 W Baltimore Pike,West Grove,PA,19390,Chester,West Grove Borough,,,Waters Retail Group,Waters Retail Group,,,144100,McDonald's,R,3815,,,,,,,,,
Shoppes at Jenner's Village,Community Center,827 W Baltimore Pike,West Grove,PA,19390,Chester,West Grove Borough,,,Waters Retail Group,Waters Retail Group,,,144100,Fulton Bank,S,2950,,,,,,,,,
Shoppes at Jenner's Village,Community Center,827 W Baltimore Pike,West Grove,PA,19390,Chester,West Grove Borough,,,Waters Retail Group,Waters Retail Group,,,144100,Starbucks,T1,1925,,,,,,,,,
Shoppes at Jenner's Village,Community Center,827 W Baltimore Pike,West Grove,PA,19390,Chester,West Grove Borough,,,Waters Retail Group,Waters Retail Group,,,144100,SaladWorks,T2-T3,2200,,,,,,,,,
Shoppes at Jenner's Village,Community Center,827 W Baltimore Pike,West Grove,PA,19390,Chester,West Grove Borough,,,Waters Retail Group,Waters Retail Group,,,144100,Aurora Pizzeria & Pasta Kitchen,T4,3025,,,,,,,,,
Shoppes at Jenner's Village,Community Center,827 W Baltimore Pike,West Grove,PA,19390,Chester,West Grove Borough,,,Waters Retail Group,Waters Retail Group,,,144100,Pack N' Ship,T5,1100,,,,,,,,,
Shoppes at Jenner's Village,Community Center,827 W Baltimore Pike,West Grove,PA,19390,Chester,West Grove Borough,,,Waters Retail Group,Waters Retail Group,,,144100,Rosci Salon da Spa,U,3000,,,,,,,,,
Shoppes at Jenner's Village,Community Center,827 W Baltimore Pike,West Grove,PA,19390,Chester,West Grove Borough,,,Waters Retail Group,Waters Retail Group,,,144100,Vacant,V,2500,,,,,,,,,
Shoppes at Jenner's Village,Community Center,827 W Baltimore Pike,West Grove,PA,19390,Chester,West Grove Borough,,,Waters Retail Group,Waters Retail Group,,,144100,Snap Fitness,W-X,4000,,,,,,,,,
Shoppes at Jenner's Village,Community Center,827 W Baltimore Pike,West Grove,PA,19390,Chester,West Grove Borough,,,Waters Retail Group,Waters Retail Group,,,144100,Miller Eye Care,Y,3000,,,,,,,,,
Shoppes at Jenner's Village,Community Center,827 W Baltimore Pike,West Grove,PA,19390,Chester,West Grove Borough,,,Waters Retail Group,Waters Retail Group,,,144100,Fajitas y Salsas Mexican Restaurant,Z,2400,,,,,,,,,
Shoppes at Jenner's Village,Community Center,827 W Baltimore Pike,West Grove,PA,19390,Chester,West Grove Borough,,,Waters Retail Group,Waters Retail Group,,,144100,Pets & Friends,AA,3200,,,,,,,,,
Shoppes at Jenner's Village,Community Center,827 W Baltimore Pike,West Grove,PA,19390,Chester,West Grove Borough,,,Waters Retail Group,Waters Retail Group,,,144100,Two Stones Pub,BB,3545,,,,,,,,,
Shoppes at Kissel Village,Community Center,1040 Lititz Pike ,Lititz,PA,17543,Lancaster,Warwick Township,,,Waters Retail Group,Waters Retail Group,,,284486,WellSpan Health,A-B,4000,,,,,,,,,
Shoppes at Kissel Village,Community Center,1040 Lititz Pike ,Lititz,PA,17543,Lancaster,Warwick Township,,,Waters Retail Group,Waters Retail Group,,,284486,Club Pilates,C,2500,,,,,,,,,
Shoppes at Kissel Village,Community Center,1040 Lititz Pike ,Lititz,PA,17543,Lancaster,Warwick Township,,,Waters Retail Group,Waters Retail Group,,,284486,Fine Wine & Good Spirits,D,8250,,,,,,,,,
Shoppes at Kissel Village,Community Center,1040 Lititz Pike ,Lititz,PA,17543,Lancaster,Warwick Township,,,Waters Retail Group,Waters Retail Group,,,284486,Noodle Shack,E-F,4000,,,,,,,,,
Shoppes at Kissel Village,Community Center,1040 Lititz Pike ,Lititz,PA,17543,Lancaster,Warwick Township,,,Waters Retail Group,Waters Retail Group,,,284486,American Dental Solutions,G,2000,,,,,,,,,
Shoppes at Kissel Village,Community Center,1040 Lititz Pike ,Lititz,PA,17543,Lancaster,Warwick Township,,,Waters Retail Group,Waters Retail Group,,,284486,Roundbreads,H,2000,,,,,,,,,
Shoppes at Kissel Village,Community Center,1040 Lititz Pike ,Lititz,PA,17543,Lancaster,Warwick Township,,,Waters Retail Group,Waters Retail Group,,,284486,Inside Track,I,1400,,,,,,,,,
Shoppes at Kissel Village,Community Center,1040 Lititz Pike ,Lititz,PA,17543,Lancaster,Warwick Township,,,Waters Retail Group,Waters Retail Group,,,284486,Pet Supplies Plus,J-K,3200,,,,,,,,,
Shoppes at Kissel Village,Community Center,1040 Lititz Pike ,Lititz,PA,17543,Lancaster,Warwick Township,,,Waters Retail Group,Waters Retail Group,,,284486,Dirty Dough Cookies,L,1600,,,,,,,,,
Shoppes at Kissel Village,Community Center,1040 Lititz Pike ,Lititz,PA,17543,Lancaster,Warwick Township,,,Waters Retail Group,Waters Retail Group,,,284486,Holiday Hair Fashion,M,1400,,,,,,,,,
Shoppes at Kissel Village,Community Center,1040 Lititz Pike ,Lititz,PA,17543,Lancaster,Warwick Township,,,Waters Retail Group,Waters Retail Group,,,284486,Go Wireless,N-O,2400,,,,,,,,,
Shoppes at Kissel Village,Community Center,1040 Lititz Pike ,Lititz,PA,17543,Lancaster,Warwick Township,,,Waters Retail Group,Waters Retail Group,,,284486,Kissel Cleaners,P,2000,,,,,,,,,
Shoppes at Kissel Village,Community Center,1040 Lititz Pike ,Lititz,PA,17543,Lancaster,Warwick Township,,,Waters Retail Group,Waters Retail Group,,,284486,Hallmark,Q,4500,,,,,,,,,
Shoppes at Kissel Village,Community Center,1040 Lititz Pike ,Lititz,PA,17543,Lancaster,Warwick Township,,,Waters Retail Group,Waters Retail Group,,,284486,GIANT Food,R-U,67397,,,,,,,,,
Shoppes at Kissel Village,Community Center,1040 Lititz Pike ,Lititz,PA,17543,Lancaster,Warwick Township,,,Waters Retail Group,Waters Retail Group,,,284486,AT&T,V,2070,,,,,,,,,
Shoppes at Kissel Village,Community Center,1040 Lititz Pike ,Lititz,PA,17543,Lancaster,Warwick Township,,,Waters Retail Group,Waters Retail Group,,,284486,Papa John's,W1,2000,,,,,,,,,
Shoppes at Kissel Village,Community Center,1040 Lititz Pike ,Lititz,PA,17543,Lancaster,Warwick Township,,,Waters Retail Group,Waters Retail Group,,,284486,Moe's Southwest Grill,W2,3000,,,,,,,,,
Shoppes at Kissel Village,Community Center,1040 Lititz Pike ,Lititz,PA,17543,Lancaster,Warwick Township,,,Waters Retail Group,Waters Retail Group,,,284486,CVS Pharmacy,X,10134,,,,,,,,,
Shoppes at Kissel Village,Community Center,1040 Lititz Pike ,Lititz,PA,17543,Lancaster,Warwick Township,,,Waters Retail Group,Waters Retail Group,,,284486,McDonald's,Y,3969,,,,,,,,,
Shoppes at Kissel Village,Community Center,1040 Lititz Pike ,Lititz,PA,17543,Lancaster,Warwick Township,,,Waters Retail Group,Waters Retail Group,,,284486,Starbucks,Z1,1876,,,,,,,,,
Shoppes at Kissel Village,Community Center,1040 Lititz Pike ,Lititz,PA,17543,Lancaster,Warwick Township,,,Waters Retail Group,Waters Retail Group,,,284486,SaladWorks,Z2,2500,,,,,,,,,
Shoppes at Kissel Village,Community Center,1040 Lititz Pike ,Lititz,PA,17543,Lancaster,Warwick Township,,,Waters Retail Group,Waters Retail Group,,,284486,JP Morgan Chase Bank,AA,3140,,,,,,,,,
Shoppes at Kissel Village,Community Center,1040 Lititz Pike ,Lititz,PA,17543,Lancaster,Warwick Township,,,Waters Retail Group,Waters Retail Group,,,284486,LA Nails,BB-CC,2400,,,,,,,,,
Shoppes at Kissel Village,Community Center,1040 Lititz Pike ,Lititz,PA,17543,Lancaster,Warwick Township,,,Waters Retail Group,Waters Retail Group,,,284486,Primo's Hoagies,DD,1500,,,,,,,,,
Shoppes at Kissel Village,Community Center,1040 Lititz Pike ,Lititz,PA,17543,Lancaster,Warwick Township,,,Waters Retail Group,Waters Retail Group,,,284486,The UPS Store,EE,1250,,,,,,,,,
Shoppes at Kissel Village,Community Center,1040 Lititz Pike ,Lititz,PA,17543,Lancaster,Warwick Township,,,Waters Retail Group,Waters Retail Group,,,284486,Hearing Center of Lancaster,FF,1250,,,,,,,,,
Shoppes at Kissel Village,Community Center,1040 Lititz Pike ,Lititz,PA,17543,Lancaster,Warwick Township,,,Waters Retail Group,Waters Retail Group,,,284486,GNC,GG,1250,,,,,,,,,
Shoppes at Kissel Village,Community Center,1040 Lititz Pike ,Lititz,PA,17543,Lancaster,Warwick Township,,,Waters Retail Group,Waters Retail Group,,,284486,Philly Pretzel Factory,HH,1500,,,,,,,,,
Shoppes at Kissel Village,Community Center,1040 Lititz Pike ,Lititz,PA,17543,Lancaster,Warwick Township,,,Waters Retail Group,Waters Retail Group,,,284486,Target,II,133500,,,,,,,,,
Shoppes at Kissel Village,Community Center,1040 Lititz Pike ,Lititz,PA,17543,Lancaster,Warwick Township,,,Waters Retail Group,Waters Retail Group,,,284486,PROPOSED,JJ,6500,,,,,,,,,
Shoppes at Belmont,Community Center,1563 Fruitville Pike,Lancaster,PA,17601,Lancaster,Manheim Township,,,Waters Retail Group,Waters Retail Group,,,365229,Fine Wine & Good Spirits,A,11502,,,,,,,,,
Shoppes at Belmont,Community Center,1563 Fruitville Pike,Lancaster,PA,17601,Lancaster,Manheim Township,,,Waters Retail Group,Waters Retail Group,,,365229,CAVA,B1,2800,,,,,,,,,
Shoppes at Belmont,Community Center,1563 Fruitville Pike,Lancaster,PA,17601,Lancaster,Manheim Township,,,Waters Retail Group,Waters Retail Group,,,365229,PJ Whelihan's,B2/B3,4410,,,,,,,,,
Shoppes at Belmont,Community Center,1563 Fruitville Pike,Lancaster,PA,17601,Lancaster,Manheim Township,,,Waters Retail Group,Waters Retail Group,,,365229,Mod Pizza,B4,2800,,,,,,,,,
Shoppes at Belmont,Community Center,1563 Fruitville Pike,Lancaster,PA,17601,Lancaster,Manheim Township,,,Waters Retail Group,Waters Retail Group,,,365229,Harvest Seasonal Grille,C,7265,,,,,,,,,
Shoppes at Belmont,Community Center,1563 Fruitville Pike,Lancaster,PA,17601,Lancaster,Manheim Township,,,Waters Retail Group,Waters Retail Group,,,365229,PF Chang's,D,5241,,,,,,,,,
Shoppes at Belmont,Community Center,1563 Fruitville Pike,Lancaster,PA,17601,Lancaster,Manheim Township,,,Waters Retail Group,Waters Retail Group,,,365229,Chick Fil-A,E,4971,,,,,,,,,
Shoppes at Belmont,Community Center,1563 Fruitville Pike,Lancaster,PA,17601,Lancaster,Manheim Township,,,Waters Retail Group,Waters Retail Group,,,365229,CoreLife Eatery,F1,2800,,,,,,,,,
Shoppes at Belmont,Community Center,1563 Fruitville Pike,Lancaster,PA,17601,Lancaster,Manheim Township,,,Waters Retail Group,Waters Retail Group,,,365229,Jersey Mike's,F2,1425,,,,,,,,,
Shoppes at Belmont,Community Center,1563 Fruitville Pike,Lancaster,PA,17601,Lancaster,Manheim Township,,,Waters Retail Group,Waters Retail Group,,,365229,Starbucks,F3,2025,,,,,,,,,
Shoppes at Belmont,Community Center,1563 Fruitville Pike,Lancaster,PA,17601,Lancaster,Manheim Township,,,Waters Retail Group,Waters Retail Group,,,365229,Finch Jewelers,G1,4000,,,,,,,,,
Shoppes at Belmont,Community Center,1563 Fruitville Pike,Lancaster,PA,17601,Lancaster,Manheim Township,,,Waters Retail Group,Waters Retail Group,,,365229,Athleta,G2,5000,,,,,,,,,
Shoppes at Belmont,Community Center,1563 Fruitville Pike,Lancaster,PA,17601,Lancaster,Manheim Township,,,Waters Retail Group,Waters Retail Group,,,365229,Rack Room Shoes,G3,6000,,,,,,,,,
Shoppes at Belmont,Community Center,1563 Fruitville Pike,Lancaster,PA,17601,Lancaster,Manheim Township,,,Waters Retail Group,Waters Retail Group,,,365229,Ulta,G4,10502,,,,,,,,,
Shoppes at Belmont,Community Center,1563 Fruitville Pike,Lancaster,PA,17601,Lancaster,Manheim Township,,,Waters Retail Group,Waters Retail Group,,,365229,Inu Salon & Spa,H1,4000,,,,,,,,,
Shoppes at Belmont,Community Center,1563 Fruitville Pike,Lancaster,PA,17601,Lancaster,Manheim Township,,,Waters Retail Group,Waters Retail Group,,,365229,Ideal Image,H2,3000,,,,,,,,,
Shoppes at Belmont,Community Center,1563 Fruitville Pike,Lancaster,PA,17601,Lancaster,Manheim Township,,,Waters Retail Group,Waters Retail Group,,,365229,Xfinity,H3/H4,5000,,,,,,,,,
Shoppes at Belmont,Community Center,1563 Fruitville Pike,Lancaster,PA,17601,Lancaster,Manheim Township,,,Waters Retail Group,Waters Retail Group,,,365229,Osh Kosh B'Gosh,H5,2900,,,,,,,,,
Shoppes at Belmont,Community Center,1563 Fruitville Pike,Lancaster,PA,17601,Lancaster,Manheim Township,,,Waters Retail Group,Waters Retail Group,,,365229,Carter's,H6,4100,,,,,,,,,
Shoppes at Belmont,Community Center,1563 Fruitville Pike,Lancaster,PA,17601,Lancaster,Manheim Township,,,Waters Retail Group,Waters Retail Group,,,365229,T-Mobile,I1,4000,,,,,,,,,
Shoppes at Belmont,Community Center,1563 Fruitville Pike,Lancaster,PA,17601,Lancaster,Manheim Township,,,Waters Retail Group,Waters Retail Group,,,365229,Yealy Eye Care,I2,2000,,,,,,,,,
Shoppes at Belmont,Community Center,1563 Fruitville Pike,Lancaster,PA,17601,Lancaster,Manheim Township,,,Waters Retail Group,Waters Retail Group,,,365229,Club Pilates,I3,2000,,,,,,,,,
Shoppes at Belmont,Community Center,1563 Fruitville Pike,Lancaster,PA,17601,Lancaster,Manheim Township,,,Waters Retail Group,Waters Retail Group,,,365229,Norman's Hallmark,I4,6000,,,,,,,,,
Shoppes at Belmont,Community Center,1563 Fruitville Pike,Lancaster,PA,17601,Lancaster,Manheim Township,,,Waters Retail Group,Waters Retail Group,,,365229,Target,J,122622,,,,,,,,,
Shoppes at Belmont,Community Center,1563 Fruitville Pike,Lancaster,PA,17601,Lancaster,Manheim Township,,,Waters Retail Group,Waters Retail Group,,,365229,Dick's Sporting Goods,K,51183,,,,,,,,,
Shoppes at Belmont,Community Center,1563 Fruitville Pike,Lancaster,PA,17601,Lancaster,Manheim Township,,,Waters Retail Group,Waters Retail Group,,,365229,Nordstrom Rack,L,25830,,,,,,,,,
Shoppes at Belmont,Community Center,1563 Fruitville Pike,Lancaster,PA,17601,Lancaster,Manheim Township,,,Waters Retail Group,Waters Retail Group,,,365229,Michael's,M,21301,,,,,,,,,
Shoppes at Belmont,Community Center,1563 Fruitville Pike,Lancaster,PA,17601,Lancaster,Manheim Township,,,Waters Retail Group,Waters Retail Group,,,365229,Whole Foods,N,40192,,,,,,,,,
Centerville Square,Neighborhood Center,530-580 Centerville Road,Lancaster,PA,17601,Lancaster,East Hempfield Township,,,Waters Retail Group,Waters Retail Group,,,107081,GIANT Food Stores,A-C,51780,,,,,,,,,
Centerville Square,Neighborhood Center,530-580 Centerville Road,Lancaster,PA,17601,Lancaster,East Hempfield Township,,,Waters Retail Group,Waters Retail Group,,,107081,Fine Wine & Good Spirits,D,10000,,,,,,,,,
Centerville Square,Neighborhood Center,530-580 Centerville Road,Lancaster,PA,17601,Lancaster,East Hempfield Township,,,Waters Retail Group,Waters Retail Group,,,107081,Hallmark,E-F,4400,,,,,,,,,
Centerville Square,Neighborhood Center,530-580 Centerville Road,Lancaster,PA,17601,Lancaster,East Hempfield Township,,,Waters Retail Group,Waters Retail Group,,,107081,GNC,G,1200,,,,,,,,,
Centerville Square,Neighborhood Center,530-580 Centerville Road,Lancaster,PA,17601,Lancaster,East Hempfield Township,,,Waters Retail Group,Waters Retail Group,,,107081,Holiday Hair Fashions,H,1320,,,,,,,,,
Centerville Square,Neighborhood Center,530-580 Centerville Road,Lancaster,PA,17601,Lancaster,East Hempfield Township,,,Waters Retail Group,Waters Retail Group,,,107081,Centerville Nail Spa,I,1200,,,,,,,,,
Centerville Square,Neighborhood Center,530-580 Centerville Road,Lancaster,PA,17601,Lancaster,East Hempfield Township,,,Waters Retail Group,Waters Retail Group,,,107081,T-Mobile,J,2000,,,,,,,,,
Centerville Square,Neighborhood Center,530-580 Centerville Road,Lancaster,PA,17601,Lancaster,East Hempfield Township,,,Waters Retail Group,Waters Retail Group,,,107081,Ruffino's Pizza,K,1600,,,,,,,,,
Centerville Square,Neighborhood Center,530-580 Centerville Road,Lancaster,PA,17601,Lancaster,East Hempfield Township,,,Waters Retail Group,Waters Retail Group,,,107081,Yealy Eye Care,L-M,3200,,,,,,,,,
Centerville Square,Neighborhood Center,530-580 Centerville Road,Lancaster,PA,17601,Lancaster,East Hempfield Township,,,Waters Retail Group,Waters Retail Group,,,107081,Cafe East,N1,3952,,,,,,,,,
Centerville Square,Neighborhood Center,530-580 Centerville Road,Lancaster,PA,17601,Lancaster,East Hempfield Township,,,Waters Retail Group,Waters Retail Group,,,107081,Liberty Tax Service,N2,848,,,,,,,,,
Centerville Square,Neighborhood Center,530-580 Centerville Road,Lancaster,PA,17601,Lancaster,East Hempfield Township,,,Waters Retail Group,Waters Retail Group,,,107081,JX Spa,N3,1600,,,,,,,,,
Centerville Square,Neighborhood Center,530-580 Centerville Road,Lancaster,PA,17601,Lancaster,East Hempfield Township,,,Waters Retail Group,Waters Retail Group,,,107081,The UPS Store,O,1600,,,,,,,,,
Centerville Square,Neighborhood Center,530-580 Centerville Road,Lancaster,PA,17601,Lancaster,East Hempfield Township,,,Waters Retail Group,Waters Retail Group,,,107081,Beer Ink,P-Q,4800,,,,,,,,,
Centerville Square,Neighborhood Center,530-580 Centerville Road,Lancaster,PA,17601,Lancaster,East Hempfield Township,,,Waters Retail Group,Waters Retail Group,,,107081,Saladworks,R1,2400,,,,,,,,,
Centerville Square,Neighborhood Center,530-580 Centerville Road,Lancaster,PA,17601,Lancaster,East Hempfield Township,,,Waters Retail Group,Waters Retail Group,,,107081,Five Guys,R2,2400,,,,,,,,,
Centerville Square,Neighborhood Center,530-580 Centerville Road,Lancaster,PA,17601,Lancaster,East Hempfield Township,,,Waters Retail Group,Waters Retail Group,,,107081,Tropical Smoothie Cafe,S,1600,,,,,,,,,
Centerville Square,Neighborhood Center,530-580 Centerville Road,Lancaster,PA,17601,Lancaster,East Hempfield Township,,,Waters Retail Group,Waters Retail Group,,,107081,Dunkin Donuts,T,1883,,,,,,,,,
Centerville Square,Neighborhood Center,530-580 Centerville Road,Lancaster,PA,17601,Lancaster,East Hempfield Township,,,Waters Retail Group,Waters Retail Group,,,107081,Friendly's Ice Cream,U,3573,,,,,,,,,
Centerville Square,Neighborhood Center,530-580 Centerville Road,Lancaster,PA,17601,Lancaster,East Hempfield Township,,,Waters Retail Group,Waters Retail Group,,,107081,Wells Fargo Bank,V,2525,,,,,,,,,
Centerville Square,Neighborhood Center,530-580 Centerville Road,Lancaster,PA,17601,Lancaster,East Hempfield Township,,,Waters Retail Group,Waters Retail Group,,,107081,Moe's Southwest Grill,W,3200,,,,,,,,,
Lewistown Shops,Neighborhood Center,200 S. Dorcas Street,Lewistown,PA,17044,Mifflin,Lewistown Borough,,,Waters Retail Group,Waters Retail Group,,,38204,GIANT Food Store,A,26204,,,,,,,,,
Lewistown Shops,Neighborhood Center,200 S. Dorcas Street,Lewistown,PA,17044,Mifflin,Lewistown Borough,,,Waters Retail Group,Waters Retail Group,,,38204,Ace Hardware,B,12000,,,,,,,,,
Marlborough Square,Neighborhood Center,830 E Baltimore Pike,Kennett Square,PA,19348,Chester,Kennett Square Borough,,,Waters Retail Group,Waters Retail Group,,,69263,GIANT Food,A,48756,,,,,,,,,
Marlborough Square,Neighborhood Center,830 E Baltimore Pike,Kennett Square,PA,19348,Chester,Kennett Square Borough,,,Waters Retail Group,Waters Retail Group,,,69263,Floga Bistro,B,3420,,,,,,,,,
Marlborough Square,Neighborhood Center,830 E Baltimore Pike,Kennett Square,PA,19348,Chester,Kennett Square Borough,,,Waters Retail Group,Waters Retail Group,,,69263,Kumon Learning Center,C,1380,,,,,,,,,
Marlborough Square,Neighborhood Center,830 E Baltimore Pike,Kennett Square,PA,19348,Chester,Kennett Square Borough,,,Waters Retail Group,Waters Retail Group,,,69263,Ricciardi Brothers Paint & Decorating,D,1654,,,,,,,,,
Marlborough Square,Neighborhood Center,830 E Baltimore Pike,Kennett Square,PA,19348,Chester,Kennett Square Borough,,,Waters Retail Group,Waters Retail Group,,,69263,China Garden,E,1225,,,,,,,,,
Marlborough Square,Neighborhood Center,830 E Baltimore Pike,Kennett Square,PA,19348,Chester,Kennett Square Borough,,,Waters Retail Group,Waters Retail Group,,,69263,Cloud 9 Nutrition,F,1225,,,,,,,,,
Marlborough Square,Neighborhood Center,830 E Baltimore Pike,Kennett Square,PA,19348,Chester,Kennett Square Borough,,,Waters Retail Group,Waters Retail Group,,,69263,BarberLab Experience,G,1225,,,,,,,,,
Marlborough Square,Neighborhood Center,830 E Baltimore Pike,Kennett Square,PA,19348,Chester,Kennett Square Borough,,,Waters Retail Group,Waters Retail Group,,,69263,Rita's Italian Ice,H,918,,,,,,,,,
Marlborough Square,Neighborhood Center,830 E Baltimore Pike,Kennett Square,PA,19348,Chester,Kennett Square Borough,,,Waters Retail Group,Waters Retail Group,,,69263,Zyng Nails,I,1500,,,,,,,,,
Marlborough Square,Neighborhood Center,830 E Baltimore Pike,Kennett Square,PA,19348,Chester,Kennett Square Borough,,,Waters Retail Group,Waters Retail Group,,,69263,Sky Cleaners,J,1640,,,,,,,,,
Marlborough Square,Neighborhood Center,830 E Baltimore Pike,Kennett Square,PA,19348,Chester,Kennett Square Borough,,,Waters Retail Group,Waters Retail Group,,,69263,ATI Physical Therapy,K,3420,,,,,,,,,
Marlborough Square,Neighborhood Center,830 E Baltimore Pike,Kennett Square,PA,19348,Chester,Kennett Square Borough,,,Waters Retail Group,Waters Retail Group,,,69263,KeyBank,L,1925,,,,,,,,,
Heritage Crossing,Neighborhood Center,30-36 West Ridge Pike,Limerick,PA,19468,Montgomery,Limerick Township,,,Waters Retail Group,Waters Retail Group,,,67188,Walgreens,A,14748,,,,,,,,,
Heritage Crossing,Neighborhood Center,30-36 West Ridge Pike,Limerick,PA,19468,Montgomery,Limerick Township,,,Waters Retail Group,Waters Retail Group,,,67188,McDonald's,B,3900,,,,,,,,,
Heritage Crossing,Neighborhood Center,30-36 West Ridge Pike,Limerick,PA,19468,Montgomery,Limerick Township,,,Waters Retail Group,Waters Retail Group,,,67188,ChildTime,C,9450,,,,,,,,,
Heritage Crossing,Neighborhood Center,30-36 West Ridge Pike,Limerick,PA,19468,Montgomery,Limerick Township,,,Waters Retail Group,Waters Retail Group,,,67188,Citadel Credit Union,D,3840,,,,,,,,,
Heritage Crossing,Neighborhood Center,30-36 West Ridge Pike,Limerick,PA,19468,Montgomery,Limerick Township,,,Waters Retail Group,Waters Retail Group,,,67188,Vacant,E,2400,,,,,,,,,
Heritage Crossing,Neighborhood Center,30-36 West Ridge Pike,Limerick,PA,19468,Montgomery,Limerick Township,,,Waters Retail Group,Waters Retail Group,,,67188,Vacant,F,2400,,,,,,,,,
Heritage Crossing,Neighborhood Center,30-36 West Ridge Pike,Limerick,PA,19468,Montgomery,Limerick Township,,,Waters Retail Group,Waters Retail Group,,,67188,Vacant,G,2000,,,,,,,,,
Heritage Crossing,Neighborhood Center,30-36 West Ridge Pike,Limerick,PA,19468,Montgomery,Limerick Township,,,Waters Retail Group,Waters Retail Group,,,67188,Vacant,H,5200,,,,,,,,,
Heritage Crossing,Neighborhood Center,30-36 West Ridge Pike,Limerick,PA,19468,Montgomery,Limerick Township,,,Waters Retail Group,Waters Retail Group,,,67188,Sprouts Farmers Market,I,23250,,,,,,,,,
Commons at Thornbury,Neighborhood Center,62 East Street Road,West Chester,PA,19382,Chester,Westtown Township,,,"Thornbury Noble, Ltd.",Unknown,,,42716,Vacant,1,11200,Vacant,,24,,,,,,
Commons at Thornbury,Neighborhood Center,62 East Street Road,West Chester,PA,19382,Chester,Westtown Township,,,"Thornbury Noble, Ltd.",Unknown,,,42716,Chiropractor,2,1400,Medical Practice,,,,,,,,
Commons at Thornbury,Neighborhood Center,62 East Street Road,West Chester,PA,19382,Chester,Westtown Township,,,"Thornbury Noble, Ltd.",Unknown,,,42716,Golden Organic Cleaners,3,1407,Dry Cleaning,,,,,,,,
Commons at Thornbury,Neighborhood Center,62 East Street Road,West Chester,PA,19382,Chester,Westtown Township,,,"Thornbury Noble, Ltd.",Unknown,,,42716,King Wok,4,1407,Restaurant | Chinese,,,,,,,,
Commons at Thornbury,Neighborhood Center,62 East Street Road,West Chester,PA,19382,Chester,Westtown Township,,,"Thornbury Noble, Ltd.",Unknown,,,42716,C&D Nails,5,1407,Nail Salon,,,,,,,,
Commons at Thornbury,Neighborhood Center,62 East Street Road,West Chester,PA,19382,Chester,Westtown Township,,,"Thornbury Noble, Ltd.",Unknown,,,42716,Sardo Jewelers,6,1050,Jewelry,,,,,,,,
Commons at Thornbury,Neighborhood Center,62 East Street Road,West Chester,PA,19382,Chester,Westtown Township,,,"Thornbury Noble, Ltd.",Unknown,,,42716,Osteria Ama,7,3882,Restaurant | Full Service,,,,,,,,
Commons at Thornbury,Neighborhood Center,62 East Street Road,West Chester,PA,19382,Chester,Westtown Township,,,"Thornbury Noble, Ltd.",Unknown,,,42716,Vacant,8,7300,Vacant,,24,,,,,,
Commons at Thornbury,Neighborhood Center,62 East Street Road,West Chester,PA,19382,Chester,Westtown Township,,,"Thornbury Noble, Ltd.",Unknown,,,42716,Vacant,9,1680,Vacant,,24,,,,,,
Commons at Thornbury,Neighborhood Center,62 East Street Road,West Chester,PA,19382,Chester,Westtown Township,,,"Thornbury Noble, Ltd.",Unknown,,,42716,PromMiss Dresses,10,2000,Apparel (Women's),,,,,,,,
Commons at Thornbury,Neighborhood Center,62 East Street Road,West Chester,PA,19382,Chester,Westtown Township,,,"Thornbury Noble, Ltd.",Unknown,,,42716,Walnut Street Kitchens,11,2368,Cabinetry,,,,,,,,
Commons at Thornbury,Neighborhood Center,62 East Street Road,West Chester,PA,19382,Chester,Westtown Township,,,"Thornbury Noble, Ltd.",Unknown,,,42716,Taco Maya,12,3615,Restaurant | Mexican,,,,,,,,
